30696682,"The clinical characteristics of autoantibody-mediated autoimmune diseases are diverse. Yet, medical treatment and the associated complications are similar, that is, the occurrence of long-term side effects and the problem that a significant proportion of patients are non-responders. Therefore, new therapeutic options are needed. Bortezomib, a proteasome inhibitor, is effective in the treatment of multiple myeloma and data from experimental models and case reports suggest an effect in the treatment of autoantibody-mediated autoimmunity. In our study, we will determine the effect of bortezomib treatment on a shared surrogate parameter for clinical efficacy, namely change in autoantibody levels, which we chose as primary parameter."
30696638,"Aortitis and pachymeningitis are uncommon manifestations of the antineutrophil cytoplasmic antibody-associated vasculitides, a group of systemic autoimmune diseases mainly affecting small vessels. We present a case of a 71-year-old woman with a remote history of idiopathic chronic granulomatous pachymeningitis complicated with aortic thickening due to autoimmune aortitis."
30696605,"Collagenous colitis is a relatively rare disorder affecting mainly middle-aged women where they present with chronic non-bloody diarrhea. Both with lymphocytic colitis they compose microscopic colitis. The exact cause of collagenous colitis is still unknown however; many potential pathophysiologic mechanisms have been proposed but no convincing mechanism has been identified. Collagenous colitis has been linked to medications mainly NSAIDs, SSRIs, and PPIs. It is also believed that collagenous colitis is autoimmune disease and there are weak believe it could have some genetic inheritance. We reported before two cases of collagenous colitis developed in patients with Crohn's disease and ulcerative colitis while they were in complete mucosal remission after being treated with tumor necrosis factors-α inhibitors. In this article we will try to explain how collagenous colitis can develop in patients with inflammatory bowel disease especially those on tumor necrosis factors-α inhibitors."
30696485,"Neuromyelitis optica spectrum disorders are severe autoimmune inflammatory diseases of the central nervous system associated with the presence of immunoglobulin G antibodies against the water channel protein aquaporin-4. During exacerbation, specific aquaporin-4 immunoglobulin G may be produced intrathecally. We measured extracellular aquaporin-4 microparticles in the cerebrospinal fluid of a patient who later developed the typical symptoms and signs of a neuromyelitis optica spectrum disorder."
30696397,"Hemophagocytic lymphohistiocytosis (HLH) is characterized by excessive activation of the immune system due to infection, autoimmune diseases, or malignancy. As an aggressive and life-threatening clinical syndrome, HLH secondary to peritoneal dialysis associated peritonitis (PDAP) has never been reported."
30696333,"The intronic hexanucleotide expansion in the C9orf72 gene is one of the leading causes of frontotemporal lobar degeneration (FTLD) and amyotrophic lateral sclerosis (ALS), two devastating neurodegenerative diseases. C9orf72 forms a heterodimer with SMCR8 (Smith-Magenis syndrome chromosome region, candidate 8) protein. However, the physiological function of SMCR8 remains to be characterized. Here we report that ablation of SMCR8 in mice results in splenomegaly with autoimmune phenotypes similar to that of C9orf72 deficiency. Furthermore, SMCR8 loss leads to a drastic decrease of C9orf72 protein levels. Many proteins involved in the macroautophagy-lysosome pathways are downregulated upon SMCR8 loss due to elevated activation of MTORC1 and AKT, which also leads to increased spine density in the Smcr8 knockout neurons. In summary, our studies demonstrate a key role of SMCR8 in regulating MTORC1 and AKT signaling and tissue homeostasis. Abbreviations: ALS: amyotrophic lateral sclerosis; C9orf72: chromosome 9 open reading frame 72; FTLD: frontotemporal lobar degeneration; GEF: guanosine nucleotide exchange factor; GTPase: guanosine tri-phosphatase; KO: knockout; MTOR: mechanistic target of rapamycin kinase; SMCR8: Smith-Magenis chromosome region, candidate 8; WDR41: WD repeat domain 41; WT: wild type."
30695331,"A variety of anti-rheumatic drugs including biologics are currently used to treat rheumatoid arthritis (RA). These drugs, as well as RA itself, can cause kidney injury. RA may trigger mesangial proliferative glomeru- lonephritis (MesPGN), membranous nephropathy (N), thin basement membrane disease, and renal amyloi- dosis. As for anti-rheumatic drugs, non-steroidal anti-inflammatory drugs (NSAID) increase serum Cr lev- els due to a reduction of glomerular circulation, particularly in the presence of dehydration. Among disease- modifying anti-rheumatic drugs (DMARD), methotrexate as an anchor drug for RA rarely causes tubular ob- struction as a result of its crystallization, and bucillamine occasionally elicits IN. Calcineurin inhibitors induce vasoconstriction of the afferent arteries. Recently developed anti-rheumatic drugs, biologics, include biological inhibitors of TNF-a, IL6, and CD80/26. These can generally induce the remission of RA, while they have been reported to albeit uncom- monly trigger autoimmune renal disorders (AIRD). A recent meta-analysis identified a total of 29 cases with biologics-induced AIRD, 62% of who manifested AIRD within 12 months after treatment with biologics. AIRD cases were classified into 3 different groups: isolated autoimmune renal disorders (IARD, n =13), glo- merulonephritis with systemic vasculitis (GNSV, n= 12), and glomerulonephritis with lupus-like syndrome (GNLS, n=4). The IARD cases had 4 MesPGN, 4 MN, and 2 crescentic GN, while the GNSV cases had 8 crescentic GN and 3 purpura GN, and the GNLS cases had all MesPGN. To detect these renal disorders early in RA patients, urinalysis and serum Cr measurement should be peri- odically performed. New urinary biomarkers (L-FABP and Ngal) may be more sensitive for kidney injury. Notably, in RA patients receiving biologics, ANA, anti-dsDNA, and ANCA should also be tested at the base- line and regular intervals. [Review]."
30695329,"Antinuclear antibody (ANA) testing is indispensable for diagnosing and estimating clinical conditions of autoimmune diseases. This literature explains the usability and problem points regarding routine laboratory tests with examples of our own experiments regarding ANA diagnostics with some new technologies. The indirect immunofluorescence assay (IFA) is the gold standard for ANA screening, and it can detect more than 100 different antibodies, including the anti-proliferating cell nuclear antigen as well as anti- cytoplasmic antibodies. However, complicated procedures of conventional IFA and visual interpretation require highly skilled laboratory staff. The EUROPattern Cosmic IFA System (EUROIMMUN, Cosmic Corporation) and HELIOS* (Aesku Diag- nostics, MBL), which are computer-aided microscope systems for ANA testing, showed concordance of the positivity rate as high as 93.3 and 91.9%, respectively, and concordance of the antibody titer as high as 94.0 and 98.8%, respectively (within +/-1 titer) compared with the conventional method, on the measurement of different populations for each system. Although the computer-aided microscope system is not considered a complete system and laboratory staff should verify each result, it is a useful system for routine ANA analysis because it contributes to ANA stand- ardization and an efficient workflow. In our previous study, we demonstrated that BioPlex2200 (Bio-Rad), a fully automated immunoassay ana- lyzer using suspension bead array technology, was useful for the clinical diagnosis of autoimmune diseases. As an ANA screening test, the positive rate was low (7.2%) in healthy subjects, and comparable with that of IFA ( X160). The prevalence of disease-specific ANA in connective tissue disease patients was comparable with the general occurrence rate except for anti-dsDNA antibody in SLE. In accordance with the results of double immunodiffusion and Western blotting with the conventional method, the concordance rate between BioPlex2200 and conventional methods was high (95.0-100%) except for anti-dsDNA antibody. To provide high-quality and prompt clinical tests while considering the efficiency of working and cost reduc- tion, each laboratory should actively innovate and operate these advanced inspection technologies. [Review]."
30695328,"Recently, biological treatment agents such as antibody preparations have been widely used in clinical fields, and these agents provide benefits for many patients. They actually show effectiveness against lymphoma, as well as rheumatoid arthritis, which is an autoimmune disease. Accordingly, such biological treatment has altered the concept of treatment, from symptomatic therapy to maintenance of remission. However, it is a fact that there are also some patients for whom this treatment has little benefit. Antibodies for the treat- ment of rheumatoid arthritis can be divided into two groups: tumor necrosis factor (TNF) as cytokine signal blockade, and interleukin-6 (IL-6) as signal blockade from CTLA-4 on the T-cell membrane. It is well- known that the action mechanism of these biological treatment agents can affect the immune system. Thus, cases with side effects, including abnormal laboratory data, must be reported for further study. Since these agents are extremely expensive, their benefit will be marked only when biomarkers for the early detection of complications and prediction of beneficial effects are developed. The aim of this symposi- um is to discuss the role of the clinical laboratory in this molecular-targeted therapy. [Review]."
30695316,"Lupus anticoagulant-hypothrombinemia syndrome (LAHS) is a rare disease involving hemorrhagic diathe- sis due to hypothrombinemia with lupus anticoagulant. We report a 28-week-pregnant woman at twenty years of age, who had been hospitalized with jaundice. In laboratory data, AST, ALT, and bilirubin were elevated and the prothrombin time (PT) and activated partial thromboplastin time (APTT) were prolonged. Although the liver failure was improved after she delivered a baby by Caesarean section, postoperative intraperitoneal bleeding persisted. The diagnosis by liver biopsy was autoimmune hepatitis. Although the bleeding was stopped on the seventh postoperative day, the prolongation of PT and APTT remained. LA was positive in the diluted Russell's viper venom time. Anti-cardiolipin and anti-beta-2-glycoprotein anti- bodies were also positive. The prothrombin activity was reduced. A high titer of phosphatidylserine- dependent antiprothrombin antibody (aPS/PT), which causes bleeding, was observed. Based on these data, she was diagnosed with LAHS. The liver dysfunction and prolongation of PT and APTT were normalized following the administration of corticosteroids. In this case, aPS/PT may have contributed to the pathological physiology of LAHS. [Case Report]."
30695649,"""Interstitial pneumonia with autoimmune features"" (IPAF) is a research classification proposed by the European Respiratory Society/American Thoracic Society Task Force on Undifferentiated Forms of Connective Tissue Disease-associated Interstitial Lung Disease as an initial step to uniformly define, identify and study patients with interstitial lung disease (ILD) that have features of autoimmunity, yet fall short of a characterizable connective tissue disease. Since its publication in July 2015, there has been substantial interest in IPAF. Centers from around the world have published their findings of retrospectively identified cohorts of patients that fulfill IPAF criteria, suggestions for modification of the criteria have been offered and patients that fulfill IPAF criteria are being included as a subset in the ongoing phase II multicenter unclassifiable ILD treatment trial with pirfenidone (clinicaltrials.gov identifier: NCT03099187). The IPAF designation represents an important first step toward studying and furthering our understanding of the natural history of this cohort of patients with ILD using uniform nomenclature and a standardized set of criteria. Prospective evaluations and, ideally, interdisciplinary and multicenter collaborations will inform best practices for treatment and management and will guide future refinement to the IPAF criteria. This review focuses on the relevant background that led to the development of IPAF, summarizes the proposed criteria, discusses cohort studies of patients with IPAF published to date and what they have taught us about the IPAF phenotype, and offers insights into future directions in this arena."
30695094,We determine the changes in intestinal microbiota and/or disruptions in intestinal homeostasis during uveitis.
30694990,A significant shift in our understanding of the molecular and cellular basis for inflammatory bowel disease (IBD) mirrors research that has been ongoing in intestinal transplantation. The blurring of lines between these two disease states creates an avenue into potential therapeutic interventions which take advantage of these molecular similarities.
30694926,"Multiple sclerosis (MS) and related autoimmune disorders of the central nervous system such as neuromyelitis optica spectrum disorders (NMOSD) are characterized by chronic disability resulting from autoimmune neuroinflammation, with demyelination, astrocyte damage, impaired axonal transmission and neuroaxonal loss. Novel therapeutics stopping or reversing the progression of disability are still urgently warranted. This review addresses research on optic neuritis in preclinical experimental models and their translation to clinical trials."
30694795,Accumulating data have shown that Interleukin-27 (IL-27) polymorphisms are linked to the susceptibility of some autoimmune diseases. We assessed whether there was an association between three single nucleotide polymorphisms (SNPs) of IL-27 gene and autoimmune thyroid diseases (AITDs).
30694724,"Dry eye disease (DED) is a multifactorial disorder of the ocular surface and tear homeostasis that can result in discomfort, pain, and visual disturbance. Untreated, DED can become chronic, progressive, and significantly affect an individual's quality of life. Women are disproportionately affected by DED, are diagnosed at a younger age, and experience more severe symptoms compared with men. DED is associated with a wide range of comorbid conditions; there is a strong association between DED and autoimmune disorders, especially those that affect women at many times the rate of men. Treatment response questionnaires indicate women respond better to a wellness model of treatment for DED than men. Furthermore, women's health care-seeking behaviors provide opportunities for general practitioners, specialists, and women's health centers to help identify women with DED or at risk for DED for referral to an eye care specialist. This review of the prevalence of DED in women, and gender and sex-specific aspects of DED, highlight a significant opportunity for action. Earlier diagnosis and treatment of this common but burdensome condition could significantly improve a woman's quality of life."
30694513,"Mucous membrane pemphigoid (MMP) is a systemic cicatrizing autoimmune disease that primarily affects orificial mucous membranes, such as the conjunctiva, the nasal cavity, the oropharynx, and the genitalia. Ocular involvement occurs in about 70% of all MMP cases. Ocular MMP (OcMMP) also encompasses the conditions linear immunoglobulin A disease, mucosal dominated epidermolysis bullosa acquisita, and anti-laminin 332/anti-epiligrin/anti-laminin 5 pemphigoid. It is a complex clinical entity that may lead to ocular surface failure and result in inflammatory and infectious complications, as well as potentially devastating visual loss. Early diagnosis and appropriate treatment are of paramount importance and require a high level of expertise as this condition can be extremely challenging to diagnose and treat even for experienced clinicians. In this review we provide an up-to-date insight on the pathophysiology of OcMMP, with an emphasis on the current state of its diagnostics and therapeutics. Our the aim is to increase our understanding of OcMMP and highlight modern diagnostic and therapeutic options."
30693654,"Focal dermal hypoplasia (FDH) is a rare genetic disorder caused by mutations in the PORCN gene located on the X chromosome. Short stature was previously noted to be a common finding in FDH, however the etiology of this is unclear. The present study sought to elucidate specific causes for short stature by assessing growth charts, determining bone ages and auxologic measurements, examining laboratory data for the common causes of growth failure, assessing dietary intake, and performing a growth hormone stimulation test. Sixteen patients with FDH between the ages of 3 and 18 years of age consented to the study. While 11 out of 16 patients had short stature based on height less than 2 standard deviations below mid-parental target height percentile and bone age not suggestive of likely catch-up growth, only four had a BMI less than the 5th percentile for age. Laboratory studies did not support a gastrointestinal, allergy or autoimmune cause of growth failure. Three patients had results suggestive of possible growth hormone deficiency. Although short stature is a common feature in FDH, our data suggests that severe undernutrition is not common in this group and that there may be underlying treatable causes for this short stature in some patients."
30693472,"Urticarial vasculitis (UV) is a clinicopathologic entity in which skin lesions resemble urticaria clinically but last more than 24 hours and resolve with residual purpura. In this study, we evaluated distinguishing histological features of UV from common urticaria to differentiate between these two entities."
30693467,"Systemic Lupus Erythematosus (SLE) is a complex autoimmune disorder whose pathology involves multiple immune cell types, including B and T lymphocytes as well as myeloid cells. While it is clear that autoantibody producing B cells as well as CD4<sup>+</sup> T cell help are key contributors to disease, little is known regarding the role of innate lymphoid cells such as Natural Killer (NK) cells in the pathogenesis of SLE. We have characterized the phenotype of NK cells by multicolor flow cytometry in a large cohort of SLE patients. While the overall percentage of NK cells was similar or slightly decreased compared to healthy controls, a subset of patients displayed a high frequency of NK cells expressing the proliferation marker, Ki-67, which was not found in healthy donors. Although expression of Ki67 on NK cells correlated with Ki67 on other immune cell subsets, the frequency of Ki67 on NK cells was considerably higher. Increased frequencies of Ki67+ NK cells correlated strongly with clinical severity and active nephritis and was also related to low NK cell numbers but not overall leukopenia. Proteomic and functional data indicate that the cytokine IL-15 promotes the induction of Ki67 on NK cells. These results suggest a role for NK cells in regulating the immune-mediated pathology of SLE as well as reveal a possible target for therapeutic intervention. This article is protected by copyright. All rights reserved."
30693382,"Methotrexate (MTX) is a widely used drug for treatment of many malignant, rheumatic, and autoimmune diseases. However, hepatotoxicity remains one of the most serious side effects of MTX. The extrinsic coagulation pathway is activated after tissue injury through the release of tissue factor (TF) which activates a cascade of clotting factors including prothrombin and fibrinogen. Liver sinusoidal endothelial cells express endothelial nitric oxide synthase (eNOS) as a source for nitric oxide (NO) that serves as vasodilator and antithrombotic factor. In the current study, we tested the possible role of coagulation system activation in MTX-induced hepatotoxicity. Our results showed that single-dose administration of MTX significantly altered rat liver functions with concurrent turbulence in redox status. Immunofluorescence staining showed accumulation of fibrin in the periportal hepatocytes and downregulation of eNOS expression in hepatic endothelial and sinusoidal cells following MTX treatment. Moreover, MTX administration increased the expression of inducible nitric oxide synthase (iNOS) and NOSTRIN (eNOS traffic inducer) in the hepatic sinusoids. On the other hand, pre-treatment with enoxaparin rescued against MTX-induced liver injury with subsequent amelioration of liver redox status. Furthermore, it significantly prevented the effect of MTX on the expression of fibrin, iNOS, eNOS, and NOSTRIN. We concluded that liver tissue aggregation of the coagulation product, fibrin, may play a crucial role in the pathogenesis of MTX-induced liver injury."
30693218,"<i>Strongyloides stercoralis</i> is one of the most important helminths causing neglected tropical diseases. Its ability to cause autoinfection can lead to chronic infections and hyper infection, especially in autoimmune cases and prove to be highly fatal. We report a case of systemic lupus erythematosus (SLE) having hepatitis-B coinfection, who presented with rash all over the body, recurrent nausea, vomiting, cough, loose stool, and joint pain for 1 month and was later on found to be infected with <i>S. stercoralis</i>. He suffered a massive cardiac arrest during his hospital stay, which was efficiently managed. <i>S. stercoralis</i> infection in cases of SLE and other immunocompromised conditions must be treated at the earliest, to prevent fatal cardiac arrests and other complications."
30693161,"Epidermolysis bullosa acquisita is a rare autoimmune bullous disease involving the skin and mucosa, most commonly treated with systemic corticosteroids. This case illustrates the importance of counseling patients on medication side effects and ensuring close physician follow-up during an extended course of steroids. A 46-year-old man presented to the emergency department with weakness, fatigue, dizziness and polyuria in the setting of eight weeks of prednisone therapy for a flare-up of his bullous disease. Labs were significant for a blood glucose of 786 mg/dL, negative urine ketones, a normal anion gap, and an acute kidney injury. Blood glucose improved to 413 mg/dL after initial treatment with fluid and insulin. The patient was admitted and acute kidney injury resolved. He remained hyperglycemic despite his adjusted prednisone taper and corrective scale insulin, so basal and scheduled, pre-prandial insulins were added. After discharge, he was bridged to steroid-sparing therapy (rituximab). Physicians should counsel patients with epidermolysis bullosa acquisita about the risks of steroid-induced diabetes mellitus and its associated complications including hyperglycemic hyperosmolar state and diabetic ketoacidosis. Primary care physicians should screen for hyperglycemia during therapy and consider alternative treatments when necessary."
30693130,"Systemic lupus erythematosus (SLE) is a chronic autoimmune inflammatory disease of unknown cause, characterized by multisystemic involvement. Its occurrence in children is rare, and acute pancreatitis is exceptional in this matter. Its diagnosis is clinical, biological, and radiological. Its treatment is based on corticosteroid therapy, and its progress is generally lethal. We report two cases of acute pancreatitis in the course of SLE, highlighting its life-threatening severity despite well-conducted treatment. <i>Case 1</i>: 14-year-old patient, admitted to the pediatric ICU for altered state of consciousness. This child, an outpatient since 2009 for chronic arthralgia, was hospitalized five days previously in the pediatric ward for suspicion of severe SLE, before presenting abdominal pain and vomiting. Hyperlipasemia was found, and an abdominal CT scan confirmed the diagnosis of acute pancreatitis. The patient was put under immunosuppressive therapy composed of high-dosage of corticosteroid and cyclophosphamide cures. She died 20 days after her hospitalization by severe lupus flare with multiorgan failure. <i>Case 2</i>: 14-year-old child, admitted to the Pediatric ward for prolonged fever associated with polyarthralgia (nondeforming, immovable, and additive) that had been progressing since 6 months with altered general state; his symptoms got worst 15 days before his hospitalization by having behavioral disorders and epigastralgia with vomiting. Pancreatitis was strongly suspected in the absence of improvement on symptomatic treatment and confirmed by hyperlipasemia 6 times the normal value and a swollen pancreas on the abdominal CT scan. The child was treated with Solumedrol and cyclophosphamide without improvement and then died after one month of hospitalization by a septic shock."
30693040,Rheumatoid arthritis (RA) is a common chronic autoimmune disorder that leads to damage of human joints. There are various treatment approaches in which different drugs are prescribed which have several alterations in serum lipids. This research aimed to study the effect of RA treatments on the serum lipids.
30693029,"Regulatory T cells (Treg cells) are considered one of the main dynamic cell types within the immune system. Because Treg cells suppress immune responses, they have potential roles in immunological self-tolerance and may help to maintain immune homeostasis. Promoting Treg cell function and increasing their numbers might be useful in treating autoimmune disorders, as well as preventing allograft rejection. However, studies of mice and humans demonstrate that Treg cells promote cancer progression and suppress antitumor immunity. Therefore, suppressing Treg cell function or reducing their numbers could support the immune system's response to pathogenic microorganisms and tumors. As a result, there is great interest in investigating the Treg cells role in the treatment of hematological and nonhematological malignancies. Consequently, Treg cells could be a fundamentally important target for pathologies of the immune system. Targeting effector Treg cells could help to distinguish and selectively decrease these cells while preserving other Treg cells needed to suppress autoimmunity. Currently, a promising way to treat malignancies and other autoimmune disorders is stem cell transplantation. Stem cell transplants (SCT) can help to manage the production of Treg cells and also may produce more efficient Treg cells, thereby suppressing clinical disease progression. Specifically, mature T cells within the engrafted stem cells mediate this SCT beneficial effect. During SCT, the recipient's immune system is replaced with a donor, which allows for improved immune system function. In addition, SCT can protect from disease relapse, as graft-versus-host disease (GvHD) in transplant patients can be protective against cancer recurrence. The current review will define the role of regulatory T cells in treatment of malignancy. Additionally, it will summarize current promising research regarding the utility of regulatory T cells in stem cell transplantation."
30693002,"Autoantibody production occurs in juvenile idiopathic arthritis (JIA) and numerous other autoimmune diseases. In some conditions, the autoantibodies are clearly pathogenic, whereas in others the roles are less defined. Here we review various autoantibodies associated with JIA, with a particular focus on antinuclear antibodies and antibodies recognizing citrullinated self-antigens. We explore potential mechanisms that lead to the development of autoantibodies and the use of autoantibody testing in diagnosis and prognosis. Finally, we compare and contrast JIA-associated autoantibodies with those found in adults with rheumatoid arthritis (RA)."
